nodename1,nodename2,weight
Duke Energy,'South Carolina',1
'Piedmont','Tennessee',1
Duke Energy,'Tennessee',1
Duke Energy,'Piedmont',1
'Piedmont','North Carolina',1
Duke Energy,'North Carolina',1
'Piedmont','North Carolina',1
Duke Energy,'North Carolina',1
'Piedmont','South Carolina',1
Duke Energy,'South Carolina',1
'Piedmont','Tennessee',1
Duke Energy,'Tennessee',1
'Piedmont','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'Piedmont',1
'Piedmont','North Carolina',1
Duke Energy,'North Carolina',1
'Piedmont','South Carolina',1
Duke Energy,'South Carolina',1
'Piedmont','Tennessee',1
Duke Energy,'Tennessee',1
Duke Energy,'Piedmont',1
'Piedmont','Ohio',1
Duke Energy,'Ohio',1
Duke Energy,'Piedmont',1
'Piedmont','Ohio',1
Duke Energy,'Ohio',1
'Piedmont','Kentucky',1
Duke Energy,'Kentucky',1
Duke Energy,'Piedmont',1
'Piedmont','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'Piedmont',1
'Piedmont','Piedmont',1
Duke Energy,'Piedmont',1
'Piedmont','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'Piedmont',1
'Piedmont','Piedmont',1
Duke Energy,'Piedmont',1
'Piedmont','Piedmont',1
Duke Energy,'Piedmont',1
'Piedmont','South Carolina',1
Duke Energy,'South Carolina',1
Duke Energy,'Piedmont',1
'Piedmont','Tennessee',1
Duke Energy,'Tennessee',1
Duke Energy,'Raleigh',1
'Raleigh','North Carolina',1
Duke Energy,'North Carolina',1
Duke Energy,'Riverbend',1
'Riverbend','Cape Fear',1
Duke Energy,'Cape Fear',1
'Riverbend','Sutton',1
Duke Energy,'Sutton',1
Duke Energy,'SC',1
'SC','NC',1
Duke Energy,'NC',1
'SC','NC',1
Duke Energy,'NC',1
'SC','NC',1
Duke Energy,'NC',1
'SC','NC',1
Duke Energy,'NC',1
'SC','NC',1
Duke Energy,'NC',1
'SC','NC',1
Duke Energy,'NC',1
'SC','SC',1
Duke Energy,'SC',1
'SC','SC',1
Duke Energy,'SC',1
'SC','SC',1
Duke Energy,'SC',1
'SC','SC',1
Duke Energy,'SC',1
'SC','NC',1
Duke Energy,'NC',1
Duke Energy,'South Carolina',1
'South Carolina','Florida',1
Duke Energy,'Florida',1
'South Carolina','Ohio',1
Duke Energy,'Ohio',1
Duke Energy,'South Carolina',1
'South Carolina','Tennessee',1
Duke Energy,'Tennessee',1
Duke Energy,'Susquehanna County',1
'Susquehanna County','Pennsylvania',1
Duke Energy,'Pennsylvania',1
'Susquehanna County','New York',1
Duke Energy,'New York',1
Duke Energy,'TX',1
'TX','WY',1
Duke Energy,'WY',1
'TX','TX',1
Duke Energy,'TX',1
'TX','WY',1
Duke Energy,'WY',1
'TX','WY',1
Duke Energy,'WY',1
'TX','WY',1
Duke Energy,'WY',1
'TX','WI',1
Duke Energy,'WI',1
'TX','TX',1
Duke Energy,'TX',1
'TX','TX',1
Duke Energy,'TX',1
'TX','KS',1
Duke Energy,'KS',1
'TX','AZ',1
Duke Energy,'AZ',1
Duke Energy,'Tennessee',1
'Tennessee','Nashville',1
Duke Energy,'Nashville',1
Duke Energy,'Tennessee',1
'Tennessee','Ohio',1
Duke Energy,'Ohio',1
'Tennessee','Kentucky',1
Duke Energy,'Kentucky',1
Duke Energy,'Texas',1
'Texas','Oklahoma',1
Duke Energy,'Oklahoma',1
Duke Energy,'U.S.',1
'U.S.','FLORIDA',1
Duke Energy,'FLORIDA',1
Duke Energy,'U.S.',1
'U.S.','Florida',1
Duke Energy,'Florida',1
Duke Energy,'U.S.',1
'U.S.','Florida',1
Duke Energy,'Florida',1
'U.S.','Ohio',1
Duke Energy,'Ohio',1
'U.S.','Indiana',1
Duke Energy,'Indiana',1
'U.S.','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'U.S.',1
'U.S.','Florida',1
Duke Energy,'Florida',1
'U.S.','Piedmont',1
Duke Energy,'Piedmont',1
Duke Energy,'U.S.',1
'U.S.','North Carolina',1
Duke Energy,'North Carolina',1
Duke Energy,'U.S.',1
'U.S.','U.S.',1
Duke Energy,'U.S.',1
Duke Energy,'U.S.',1
'U.S.','U.S.',1
Duke Energy,'U.S.',1
'U.S.','U.S.',1
Duke Energy,'U.S.',1
Duke Energy,'UNITED STATES',1
'UNITED STATES','WASHINGTON',1
Duke Energy,'WASHINGTON',1
'UNITED STATES','D.C.',1
Duke Energy,'D.C.',1
'UNITED STATES','Delaware',1
Duke Energy,'Delaware',1
'UNITED STATES','Charlotte',1
Duke Energy,'Charlotte',1
Duke Energy,'United States',1
'United States','U.S.',1
Duke Energy,'U.S.',1
Duke Energy,'West Virginia',1
'West Virginia','Virginia',1
Duke Energy,'Virginia',1
Duke Energy,'West Virginia',1
'West Virginia','Virginia',1
Duke Energy,'Virginia',1
'West Virginia','North Carolina',1
Duke Energy,'North Carolina',1
Duke Energy,'Yucca Mountain',1
'Yucca Mountain','Nevada',1
Duke Energy,'Nevada',1
Duke Energy,'Central Appalachia',1
'Central Appalachia','Northern Appalachia',1
Duke Energy,'Northern Appalachia',1
Duke Energy,'Crystal River 1',1
'Crystal River 1','Crystal River 1',1
Duke Energy,'Crystal River 1',1
Duke Energy,'Crystal River',1
'Crystal River','Crystal River',1
Duke Energy,'Crystal River',1
Duke Energy,'Dan River',1
'Dan River','Crystal River',1
Duke Energy,'Crystal River',1
Duke Energy,'Southeast',1
'Southeast','Midwest',1
Duke Energy,'Midwest',1
Duke Energy,'Latin',1
'Latin','American',1
Duke Energy,'American',1
Duke Energy,'91st',1
'91st','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'ACP',1
'ACP','FERC',1
Duke Energy,'FERC',1
Duke Energy,'ACP',1
'ACP','FERC',1
Duke Energy,'FERC',1
'ACP','CPCN',1
Duke Energy,'CPCN',1
'ACP','ACP',1
Duke Energy,'ACP',1
Duke Energy,'ADIT',1
'ADIT','IRS',1
Duke Energy,'IRS',1
Duke Energy,'AFUDC',1
'AFUDC','CWA',1
Duke Energy,'CWA',1
Duke Energy,'ALJ',1
'ALJ','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Accounting for Renewable Energy Tax Credits',1
'Accounting for Renewable Energy Tax Credits','Duke Energy',1
Duke Energy,'Duke Energy',1
'Accounting for Renewable Energy Tax Credits','ITC',1
Duke Energy,'ITC',1
'Accounting for Renewable Energy Tax Credits','ITC',1
Duke Energy,'ITC',1
Duke Energy,'America Electric Power Generation Resources',1
'America Electric Power Generation Resources','The Dayton Power and Light Company',1
Duke Energy,'The Dayton Power and Light Company',1
Duke Energy,'Articles of Organization including Articles of Conversion for',1
'Articles of Organization including Articles of Conversion for','Duke Energy',1
Duke Energy,'Duke Energy',1
'Articles of Organization including Articles of Conversion for','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Articles of Organization including Articles of Conversion',1
'Articles of Organization including Articles of Conversion','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Articles of Organization including Articles of Conversion','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Articles of Organization of Duke Energy Indiana',1
'Articles of Organization of Duke Energy Indiana','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Atlantic Coast Pipeline',1
'Atlantic Coast Pipeline','LLC',1
Duke Energy,'LLC',1
'Atlantic Coast Pipeline','Dominion',1
Duke Energy,'Dominion',1
'Atlantic Coast Pipeline','Duke Energy',1
Duke Energy,'Duke Energy',1
'Atlantic Coast Pipeline','Southern Company Gas',1
Duke Energy,'Southern Company Gas',1
'Atlantic Coast Pipeline','ACP Pipeline',1
Duke Energy,'ACP Pipeline',1
Duke Energy,'Audit Committee',1
'Audit Committee','Duke  Energy',1
Duke Energy,'Duke  Energy',1
Duke Energy,'BCWF',1
'BCWF','BCWF',1
Duke Energy,'BCWF',1
Duke Energy,'BCWF',1
'BCWF','Duke Energy',1
Duke Energy,'Duke Energy',1
'BCWF','Duke Energy   Indiana',1
Duke Energy,'Duke Energy   Indiana',1
Duke Energy,'Barclays Capital Inc.',1
'Barclays Capital Inc.','BCWF',1
Duke Energy,'BCWF',1
Duke Energy,'Beckjord',1
'Beckjord','Beckjord',1
Duke Energy,'Beckjord',1
'Beckjord','EPA',1
Duke Energy,'EPA',1
'Beckjord','CCR',1
Duke Energy,'CCR',1
Duke Energy,'Beckjord',1
'Beckjord','EPA',1
Duke Energy,'EPA',1
'Beckjord','CCR',1
Duke Energy,'CCR',1
Duke Energy,'Bison  Insurance Company Limited',1
'Bison  Insurance Company Limited','NMC',1
Duke Energy,'NMC',1
Duke Energy,'Bison',1
'Bison','Duke Energy',1
Duke Energy,'Duke Energy',1
'Bison','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Bresalier',1
'Bresalier','Third Circuit Court',1
Duke Energy,'Third Circuit Court',1
Duke Energy,'Bridge Facility',1
'Bridge Facility','Barclays Capital,1
Duke Energy,'Barclays Capital,1
'Bridge Facility',Inc.',1
Duke Energy,Inc.',1
'Bridge Facility','Barclays',1
Duke Energy,'Barclays',1
Duke Energy,'British Thermal Unit',1
'British Thermal Unit','MPP',1
Duke Energy,'MPP',1
Duke Energy,'CAA',1
'CAA','State Implementation Plans',1
Duke Energy,'State Implementation Plans',1
Duke Energy,'CCR',1
'CCR','CCR',1
Duke Energy,'CCR',1
Duke Energy,'CCR',1
'CCR','Dan River Steam Station',1
Duke Energy,'Dan River Steam Station',1
Duke Energy,'CCR',1
'CCR','FERC',1
Duke Energy,'FERC',1
Duke Energy,'CCR',1
'CCR','RCRA',1
Duke Energy,'RCRA',1
Duke Energy,'CCR',1
'CCR','RCRA',1
Duke Energy,'RCRA',1
'CCR','CCR',1
Duke Energy,'CCR',1
'CCR','CCR',1
Duke Energy,'CCR',1
Duke Energy,'CP&L Energy,1
'CP&L Energy,Inc.',1
Duke Energy,Inc.',1
Duke Energy,'CP&L Energy,1
'CP&L Energy,Inc.',1
Duke Energy,Inc.',1
'CP&L Energy,'File',1
Duke Energy,'File',1
Duke Energy,'CRC',1
'CRC','CRC',1
Duke Energy,'CRC',1
'CRC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'CRC',1
'CRC','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Cabot Oil and Gas Corporation',1
'Cabot Oil and Gas Corporation','WGL  Holdings,1
Duke Energy,'WGL  Holdings,1
'Cabot Oil and Gas Corporation',Inc.',1
Duke Energy,Inc.',1
Duke Energy,'Cape Fear',1
'Cape Fear','Weatherspoon',1
Duke Energy,'Weatherspoon',1
Duke Energy,'CertainTeed Gypsum NC,1
'CertainTeed Gypsum NC,Inc.',1
Duke Energy,Inc.',1
'CertainTeed Gypsum NC,'CertainTeed',1
Duke Energy,'CertainTeed',1
'CertainTeed Gypsum NC,'Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'CertainTeed Gypsum NC,'Business Court',1
Duke Energy,'Business Court',1
Duke Energy,'Cimarron',1
'Cimarron','Mesquite Creek(a',1
Duke Energy,'Mesquite Creek(a',1
Duke Energy,'Company',1
'Company','Internal Control – Integrated Framework',1
Duke Energy,'Internal Control – Integrated Framework',1
'Company','COSO',1
Duke Energy,'COSO',1
Duke Energy,'Company',1
'Company','The Bank of New York Mellon Trust Company',1
Duke Energy,'The Bank of New York Mellon Trust Company',1
'Company','N.A.',1
Duke Energy,'N.A.',1
Duke Energy,'Consent',1
'Consent','Duke Energy Corporation',1
Duke Energy,'Duke Energy Corporation',1
'Consent','Duke  Energy Carolinas',1
Duke Energy,'Duke  Energy Carolinas',1
'Consent','LLC',1
Duke Energy,'LLC',1
'Consent','Duke Energy',1
Duke Energy,'Duke Energy',1
'Consent','Duke Energy Indiana',1
Duke Energy,'Duke Energy Indiana',1
'Consent','LLC',1
Duke Energy,'LLC',1
'Consent','Duke  Energy Kentucky,1
Duke Energy,'Duke  Energy Kentucky,1
'Consent',Inc.',1
Duke Energy,Inc.',1
'Consent','Duke Energy Progress,1
Duke Energy,'Duke Energy Progress,1
'Consent',Inc.',1
Duke Energy,Inc.',1
'Consent','Duke Energy Florida,1
Duke Energy,'Duke Energy Florida,1
'Consent',Inc.',1
Duke Energy,Inc.',1
'Consent','Wells Fargo Bank',1
Duke Energy,'Wells Fargo Bank',1
'Consent','National Association',1
Duke Energy,'National Association',1
'Consent','File Nos',1
Duke Energy,'File Nos',1
Duke Energy,'Consent',1
'Consent','Wells Fargo Bank',1
Duke Energy,'Wells Fargo Bank',1
'Consent','National Association',1
Duke Energy,'National Association',1
'Consent','Swingline  Lender',1
Duke Energy,'Swingline  Lender',1
'Consent','File Nos',1
Duke Energy,'File Nos',1
Duke Energy,'Consolidated Financial Statements',1
'Consolidated Financial Statements','II\x0cDUKE ENERGY INDIANA',1
Duke Energy,'II\x0cDUKE ENERGY INDIANA',1
'Consolidated Financial Statements','LLC CONSOLIDATED BALANCE SHEETS',1
Duke Energy,'LLC CONSOLIDATED BALANCE SHEETS',1
Duke Energy,'Consolidated Financial Statements',1
'Consolidated Financial Statements','II\x0cDUKE',1
Duke Energy,'II\x0cDUKE',1
'Consolidated Financial Statements','ENERGY CAROLINAS',1
Duke Energy,'ENERGY CAROLINAS',1
'Consolidated Financial Statements','LLC CONSOLIDATED BALANCE SHEETS',1
Duke Energy,'LLC CONSOLIDATED BALANCE SHEETS',1
Duke Energy,'Consolidated Financial Statements',1
'Consolidated Financial Statements','II\x0cPIEDMONT NATURAL GAS COMPANY',1
Duke Energy,'II\x0cPIEDMONT NATURAL GAS COMPANY',1
'Consolidated Financial Statements','INC',1
Duke Energy,'INC',1
Duke Energy,'Consolidated Financial Statements',1
'Consolidated Financial Statements','II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
Duke Energy,'II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
'Consolidated Financial Statements','Board of   Directors',1
Duke Energy,'Board of   Directors',1
'Consolidated Financial Statements','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Consolidated Financial Statements','LLC',1
Duke Energy,'LLC',1
'Consolidated Financial Statements','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Consolidated Financial Statements','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Consolidated Financial Statements',1
'Consolidated Financial Statements','II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
Duke Energy,'II\x0cREPORT OF INDEPENDENT REGISTERED PUBLIC ACCOUNTING FIRM',1
'Consolidated Financial Statements','Board of   Directors',1
Duke Energy,'Board of   Directors',1
'Consolidated Financial Statements','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'Consolidated Financial Statements','LLC',1
Duke Energy,'LLC',1
'Consolidated Financial Statements','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'Consolidated Financial Statements','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Consolidated Financial Statements',1
'Consolidated Financial Statements','II\x0cYears Ended December 31',1
Duke Energy,'II\x0cYears Ended December 31',1
'Consolidated Financial Statements','AFUDC (Gains)',1
Duke Energy,'AFUDC (Gains)',1
Duke Energy,'Consolidated Statements of Changes in Equity',1
'Consolidated Statements of Changes in Equity','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Consolidated Statements of Changes in Equity','LLC',1
Duke Energy,'LLC',1
'Consolidated Statements of Changes in Equity','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Consolidated Statements of Changes in Equity','Report of Independent Registered Public Accounting Firm',1
Duke Energy,'Report of Independent Registered Public Accounting Firm',1
Duke Energy,'Consolidated Statements of Changes in Equity',1
'Consolidated Statements of Changes in Equity','LLC',1
Duke Energy,'LLC',1
'Consolidated Statements of Changes in Equity','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Consolidated Statements of Changes in Equity',1
'Consolidated Statements of Changes in Equity','Progress Energy) Report of Independent Registered Public Accounting Firm',1
Duke Energy,'Progress Energy) Report of Independent Registered Public Accounting Firm',1
Duke Energy,'Consolidated Statements',1
'Consolidated Statements','Operations',1
Duke Energy,'Operations',1
Duke Energy,'Consolidated',1
'Consolidated','CRC',1
Duke Energy,'CRC',1
Duke Energy,'Consolidated',1
'Consolidated','Long-Term Debt',1
Duke Energy,'Long-Term Debt',1
Duke Energy,'Consolidated',1
'Consolidated','Operations',1
Duke Energy,'Operations',1
Duke Energy,'Constitution Pipeline Company',1
'Constitution Pipeline Company','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Constitution',1
'Constitution','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Constitution',1
'Constitution','FERC',1
Duke Energy,'FERC',1
'Constitution','NYSDEC',1
Duke Energy,'NYSDEC',1
Duke Energy,'Construction and Ownership Agreement',1
'Construction and Ownership Agreement','Duke Energy Progress,1
Duke Energy,'Duke Energy Progress,1
'Construction and Ownership Agreement',Inc.',1
Duke Energy,Inc.',1
'Construction and Ownership Agreement','Carolina Power & Light Company',1
Duke Energy,'Carolina Power & Light Company',1
'Construction and Ownership Agreement','North Carolina Municipal Power Agency',1
Duke Energy,'North Carolina Municipal Power Agency',1
'Construction and Ownership Agreement','North  Carolina',1
Duke Energy,'North  Carolina',1
'Construction and Ownership Agreement','Eastern Municipal Power Agency',1
Duke Energy,'Eastern Municipal Power Agency',1
Duke Energy,'Court',1
'Court','CertainTeed',1
Duke Energy,'CertainTeed',1
Duke Energy,'Court',1
'Court','Merger Chancery Litigation',1
Duke Energy,'Merger Chancery Litigation',1
Duke Energy,'Credit Facilities and Registration',1
'Credit Facilities and Registration','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Credit Facilities',1
'Credit Facilities','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Crystal  River Unit',1
'Crystal  River Unit','SAFSTOR',1
Duke Energy,'SAFSTOR',1
Duke Energy,'DEFPF',1
'DEFPF','Duke Energy',1
Duke Energy,'Duke Energy',1
'DEFPF','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'DEFPF',1
'DEFPF','Duke Energy',1
Duke Energy,'Duke Energy',1
'DEFPF','Crystal  River',1
Duke Energy,'Crystal  River',1
Duke Energy,'DERF',1
'DERF','DEPR',1
Duke Energy,'DEPR',1
Duke Energy,'DHHS',1
'DHHS','NCDEQ',1
Duke Energy,'NCDEQ',1
Duke Energy,'DOJ',1
'DOJ','EPA',1
Duke Energy,'EPA',1
Duke Energy,'DSM',1
'DSM','EE',1
Duke Energy,'EE',1
Duke Energy,'DUKE ENERGY OHIO,1
'DUKE ENERGY OHIO,INC.',1
Duke Energy,INC.',1
'DUKE ENERGY OHIO,'Registrant)',1
Duke Energy,'Registrant)',1
Duke Energy,'Deloitte & Touche LLP',1
'Deloitte & Touche LLP','Deloitte Touche Tohmatsu',1
Duke Energy,'Deloitte Touche Tohmatsu',1
'Deloitte & Touche LLP','Deloitte',1
Duke Energy,'Deloitte',1
Duke Energy,'Deloitte & Touche LLP',1
'Deloitte & Touche LLP','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'Deloitte & Touche LLP','Duke  Energy’s',1
Duke Energy,'Duke  Energy’s',1
Duke Energy,'Deloitte',1
'Deloitte','Deloitte-sponsored conferences',1
Duke Energy,'Deloitte-sponsored conferences',1
'Deloitte','Deloitte',1
Duke Energy,'Deloitte',1
Duke Energy,'Department',1
'Department','Energy',1
Duke Energy,'Energy',1
Duke Energy,'Discontinued Operations',1
'Discontinued Operations','Consolidated Statements of Operations',1
Duke Energy,'Consolidated Statements of Operations',1
'Discontinued Operations','International Energy Disposal Group',1
Duke Energy,'International Energy Disposal Group',1
Duke Energy,'Discontinued Operations',1
'Discontinued Operations','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
'Discontinued Operations','Operations',1
Duke Energy,'Operations',1
Duke Energy,'Discontinued Operations',1
'Discontinued Operations','OPEB',1
Duke Energy,'OPEB',1
'Discontinued Operations','Consolidated Financial Statements',1
Duke Energy,'Consolidated Financial Statements',1
'Discontinued Operations','II\x0cPROGRESS ENERGY,1
Duke Energy,'II\x0cPROGRESS ENERGY,1
'Discontinued Operations',INC.',1
Duke Energy,INC.',1
Duke Energy,'Disposal Groups',1
'Disposal Groups','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Dominion',1
'Dominion','ACP',1
Duke Energy,'ACP',1
'Dominion','ACP',1
Duke Energy,'ACP',1
Duke Energy,'Duke   Energy Carolinas',1
'Duke   Energy Carolinas','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Duke   Energy’s',1
'Duke   Energy’s','Progress Energy’s',1
Duke Energy,'Progress Energy’s',1
Duke Energy,'Duke  Energy Carolinas',1
'Duke  Energy Carolinas','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Duke  Energy Carolinas',1
'Duke  Energy Carolinas','NCUC',1
Duke Energy,'NCUC',1
'Duke  Energy Carolinas','Westinghouse',1
Duke Energy,'Westinghouse',1
Duke Energy,'Duke  Energy Indiana’s',1
'Duke  Energy Indiana’s','Consolidated Balance Sheets',1
Duke Energy,'Consolidated Balance Sheets',1
Duke Energy,'Duke  Energy Ohio',1
'Duke  Energy Ohio','Duke Energy Indiana',1
Duke Energy,'Duke Energy Indiana',1
Duke Energy,'Duke  Energy Ohio',1
'Duke  Energy Ohio','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke  Energy Ohio',1
'Duke  Energy Ohio','PUCO',1
Duke Energy,'PUCO',1
Duke Energy,'Duke  Energy',1
'Duke  Energy','Bresalier Defendants',1
Duke Energy,'Bresalier Defendants',1
Duke Energy,'Duke  Energy',1
'Duke  Energy','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Duke  Energy','Progress Energy',1
Duke Energy,'Progress Energy',1
'Duke  Energy','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Duke  Energy’s',1
'Duke  Energy’s','DATC',1
Duke Energy,'DATC',1
Duke Energy,'Duke  Energy’s',1
'Duke  Energy’s','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke  Energy’s',1
'Duke  Energy’s','Master Credit Facility',1
Duke Energy,'Master Credit Facility',1
Duke Energy,'Duke Energy Board of Directors',1
'Duke Energy Board of Directors','Board',1
Duke Energy,'Board',1
Duke Energy,'Duke Energy Carolinas Corporate',1
'Duke Energy Carolinas Corporate','JDA',1
Duke Energy,'JDA',1
'Duke Energy Carolinas Corporate','JDA',1
Duke Energy,'JDA',1
'Duke Energy Carolinas Corporate','Progress Energy Corporate',1
Duke Energy,'Progress Energy Corporate',1
'Duke Energy Carolinas Corporate','JDA',1
Duke Energy,'JDA',1
'Duke Energy Carolinas Corporate','JDA',1
Duke Energy,'JDA',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','AFUDC',1
Duke Energy,'AFUDC',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Carolinas','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy Carolinas','U.S. Department of Energy',1
Duke Energy,'U.S. Department of Energy',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Carolinas','EPA',1
Duke Energy,'EPA',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke Energy Progress',1
Duke Energy,'Duke Energy Progress',1
'Duke Energy Carolinas','NCDEQ',1
Duke Energy,'NCDEQ',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke Energy',1
Duke Energy,'Duke Energy',1
'Duke Energy Carolinas','Coal Combustion',1
Duke Energy,'Coal Combustion',1
'Duke Energy Carolinas','CCR',1
Duke Energy,'CCR',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Duke',1
Duke Energy,'Duke',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','Electric Utilities',1
Duke Energy,'Electric Utilities',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','LLC',1
Duke Energy,'LLC',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','LLC',1
Duke Energy,'LLC',1
'Duke Energy Carolinas','The Bank of New',1
Duke Energy,'The Bank of New',1
'Duke Energy Carolinas','Mellon Trust Company',1
Duke Energy,'Mellon Trust Company',1
'Duke Energy Carolinas','N.A.',1
Duke Energy,'N.A.',1
'Duke Energy Carolinas','JPMorgan Chase Bank',1
Duke Energy,'JPMorgan Chase Bank',1
'Duke Energy Carolinas','The Chase Manhattan Bank',1
Duke Energy,'The Chase Manhattan Bank',1
'Duke Energy Carolinas','Post-Effective  Amendment No. 2',1
Duke Energy,'Post-Effective  Amendment No. 2',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','NCDEQ',1
Duke Energy,'NCDEQ',1
'Duke Energy Carolinas','Duke  Energy Carolinas',1
Duke Energy,'Duke  Energy Carolinas',1
'Duke Energy Carolinas','NOV',1
Duke Energy,'NOV',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','NCUC',1
Duke Energy,'NCUC',1
'Duke Energy Carolinas','Public Service  Commission of South Carolina',1
Duke Energy,'Public Service  Commission of South Carolina',1
'Duke Energy Carolinas','PSCSC',1
Duke Energy,'PSCSC',1
'Duke Energy Carolinas','U.S. Nuclear Regulatory Commission',1
Duke Energy,'U.S. Nuclear Regulatory Commission',1
'Duke Energy Carolinas','NRC',1
Duke Energy,'NRC',1
'Duke Energy Carolinas','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','NRC',1
Duke Energy,'NRC',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Carolinas','PMPA',1
Duke Energy,'PMPA',1
'Duke Energy Carolinas','FERC',1
Duke Energy,'FERC',1
Duke Energy,'Duke Energy Corporation Executive Savings Plan',1
'Duke Energy Corporation Executive Savings Plan','Duke Energy',1
Duke Energy,'Duke Energy',1
Duke Energy,'Duke Energy Corporation',1
'Duke Energy Corporation','Barclays Capital Inc.',1
Duke Energy,'Barclays Capital Inc.',1
Duke Energy,'Duke Energy Corporation',1
'Duke Energy Corporation','Duke Energy Carolinas',1
Duke Energy,'Duke Energy Carolinas',1
'Duke Energy Corporation','LLC',1
Duke Energy,'LLC',1
'Duke Energy Corporation','Duke Energy’s',1
Duke Energy,'Duke Energy’s',1
Duke Energy,'Duke Energy Corporation',1
'Duke Energy Corporation','Internal Control',1
Duke Energy,'Internal Control',1
'Duke Energy Corporation','Duke  Energy Corporation',1
Duke Energy,'Duke  Energy Corporation',1
'Duke Energy Corporation','Internal Control – Integrated Framework',1
Duke Energy,'Internal Control – Integrated Framework',1
'Duke Energy Corporation','COSO',1
Duke Energy,'COSO',1
Duke Energy,'Duke Energy Corporation',1
'Duke Energy Corporation','NYSE',1
Duke Energy,'NYSE',1
Duke Energy,'Duke Energy Corporation',1
'Duke Energy Corporation','PCAOB',1
Duke Energy,'PCAOB',1
Duke Energy,'Duke Energy Corporation',1
'Duke Energy Corporation','The Bank of  New York Mellon Trust Company',1
